id,customer_name,sentiment,csat_score,call_timestamp,Call_Day,reason,city,state,channel,response_time,call_duration_in_minutes,call_center
FGN-11932027-6-124293-VH,"Julina Fearns",Negative,0,10-03-2020,3,"Billing Question",Washington,"District of Columbia",Web,"Below SLA",24,"Los Angeles/CA"
FGO-30776991-q-116833-TR,"Ashlee Lohden","Very Negative",0,10/28/2020,28,"Billing Question",Wichita,Kansas,Chatbot,"Below SLA",45,Baltimore/MD
FGP-41308419-y-810076-7m,"Avie Pawsey",Negative,0,10/15/2020,15,"Service Outage",Hartford,Connecticut,Chatbot,"Within SLA",22,"Los Angeles/CA"
FGP-68525166-C-050157-6C,"Garrott Liddall",Positive,0,10-03-2020,3,Payments,Dulles,Virginia,Call-Center,"Within SLA",41,Denver/CO
FGP-96415783-K-105352-vp,"Letitia Ludlom",Negative,0,10/26/2020,26,"Service Outage","Fort Lauderdale",Florida,Email,"Above SLA",16,Chicago/IL
FGQ-07834150-j-742143-7G,"Duffie Alliberton",Negative,6,10/16/2020,16,Payments,Inglewood,California,Call-Center,"Below SLA",39,"Los Angeles/CA"
FGR-23923800-E-720812-Fx,"Dolf Snookes",Positive,0,10-02-2020,2,"Service Outage",Knoxville,Tennessee,Email,"Within SLA",20,Baltimore/MD
FGR-90006976-w-114529-qI,"Ariel Pittendreigh",Negative,4,10/23/2020,23,Payments,Richmond,Virginia,Call-Center,"Within SLA",27,Baltimore/MD
FGS-27250253-K-246184-e0,"Ryan Gabbat",Positive,0,10/30/2020,30,"Service Outage",Fresno,California,Chatbot,"Within SLA",39,"Los Angeles/CA"
FGT-80530454-u-537958-Qm,"Walliw Fleay",Neutral,7,10/22/2020,22,"Billing Question",Chattanooga,Tennessee,Chatbot,"Below SLA",33,"Los Angeles/CA"
FGU-09180234-m-521043-2l,"Conway Caccavella",Negative,0,10/25/2020,25,"Service Outage",Orlando,Florida,Email,"Below SLA",20,"Los Angeles/CA"
FGU-84891695-G-791725-Fq,"Dorotea Ricards","Very Negative",4,10-08-2020,8,"Service Outage",Greensboro,"North Carolina",Chatbot,"Within SLA",7,Baltimore/MD
FGV-63562146-Z-497292-VN,"Judah Draayer",Neutral,0,10/26/2020,26,Payments,Cincinnati,Ohio,Call-Center,"Within SLA",30,Denver/CO
FGW-35977456-w-740212-nz,"Rina Silverton","Very Negative",0,10/13/2020,13,"Billing Question",Washington,"District of Columbia",Web,"Above SLA",17,"Los Angeles/CA"
FGW-80263059-m-896810-Pu,"Gustavo McCready","Very Negative",0,10/22/2020,22,Payments,"Des Moines",Iowa,Call-Center,"Above SLA",27,Baltimore/MD
FGW-84652939-O-611664-ap,"Harv Doorly",Negative,0,10-12-2020,12,"Service Outage",Louisville,Kentucky,Web,"Below SLA",41,Chicago/IL
FGY-33288192-C-627336-qW,"Iris Stellino",Negative,6,10/23/2020,23,"Service Outage",Dayton,Ohio,Chatbot,"Below SLA",34,Chicago/IL
FGY-41994922-K-478115-2S,"Melony Lockart",Negative,0,10/16/2020,16,"Billing Question",Phoenix,Arizona,Call-Center,"Above SLA",31,Chicago/IL
FGY-57274082-e-180246-Ff,"Richart Tuckey",Negative,5,10/18/2020,18,"Billing Question",Lincoln,Nebraska,Chatbot,"Within SLA",17,Baltimore/MD
FGY-88286926-g-243795-lp,"Brok Ruggen",Neutral,0,10/22/2020,22,"Billing Question",Henderson,Nevada,Chatbot,"Below SLA",38,Denver/CO
FHA-43171919-Y-985866-vq,"Maisey Keitley","Very Negative",0,10-08-2020,8,"Billing Question",Tampa,Florida,Chatbot,"Below SLA",11,Baltimore/MD
FHA-61576985-1-672774-Ly,"Chadd Ewenson","Very Negative",0,10/21/2020,21,Payments,"Lake Worth",Florida,Call-Center,"Within SLA",36,"Los Angeles/CA"
FHA-71949537-4-728674-D8,"Den Vanyard","Very Negative",0,10/16/2020,16,"Billing Question",Glendale,Arizona,Chatbot,"Above SLA",43,"Los Angeles/CA"
FHA-97397802-l-336222-uP,"Zebadiah Errey","Very Negative",0,10/20/2020,20,"Billing Question",Kissimmee,Florida,Email,"Within SLA",25,"Los Angeles/CA"
FHA-98586096-p-272861-Pd,"Tobin Sinton",Neutral,0,10/30/2020,30,"Billing Question",Lakeland,Florida,Email,"Within SLA",34,Baltimore/MD
FHC-17655056-e-383891-SA,"Ashley Doughtery","Very Negative",1,10-12-2020,12,"Billing Question",Detroit,Michigan,Call-Center,"Below SLA",14,"Los Angeles/CA"
FHC-87357934-D-850602-NA,"Robinia Le Jean","Very Negative",1,10-02-2020,2,"Billing Question",Albany,"New York",Web,"Below SLA",38,Baltimore/MD
FHC-93398790-N-080221-AT,"Byrle Faichnie",Negative,0,10-09-2020,9,"Billing Question",Louisville,Kentucky,Call-Center,"Below SLA",24,Denver/CO
FHD-82380613-0-113482-7H,"Jaclin Yeld",Negative,5,10-10-2020,10,"Billing Question",Saginaw,Michigan,Email,"Within SLA",31,Baltimore/MD
FHF-21945177-M-555545-jY,"Hally Vellender",Neutral,0,10-07-2020,7,"Billing Question","Fort Smith",Arkansas,Call-Center,"Above SLA",41,Baltimore/MD
FHF-37708557-N-147800-MY,"Burnard Maletratt",Negative,4,10-12-2020,12,"Billing Question",Miami,Florida,Call-Center,"Within SLA",24,Baltimore/MD
FHF-39661871-o-679470-RD,"Leland Santhouse","Very Positive",0,10/26/2020,26,"Billing Question","Lake Charles",Louisiana,Chatbot,"Above SLA",27,Baltimore/MD
FHI-11716839-z-378675-BD,"Dwight Imason","Very Negative",0,10/18/2020,18,"Service Outage",Vancouver,Washington,Chatbot,"Below SLA",33,Denver/CO
FHI-58548503-8-329331-ZW,"Jarrett Childrens",Positive,0,10/16/2020,16,"Billing Question",Jacksonville,Florida,Web,"Below SLA",29,Baltimore/MD
FHJ-08644931-u-765545-GY,"Joshuah Jocic",Neutral,0,10-06-2020,6,"Service Outage","Lake Charles",Louisiana,Email,"Above SLA",31,Baltimore/MD
FHJ-85243681-e-552397-8r,"Rob Payze",Neutral,7,10/27/2020,27,"Billing Question",Toledo,Ohio,Email,"Within SLA",40,"Los Angeles/CA"
FHL-15741956-A-151368-Wg,"Parnell Bixley",Negative,0,10-04-2020,4,"Billing Question",Detroit,Michigan,Chatbot,"Within SLA",39,Baltimore/MD
FHL-88837334-t-028541-Rr,"Ross Labat",Negative,0,10/25/2020,25,Payments,Naples,Florida,Call-Center,"Within SLA",8,"Los Angeles/CA"
FHM-09437869-A-606350-OR,"Dorie Nutley",Negative,4,10/17/2020,17,"Billing Question","Lake Worth",Florida,Web,"Below SLA",7,"Los Angeles/CA"
FHM-43507316-0-300994-Y5,"Corey Davley",Neutral,5,10/28/2020,28,Payments,"El Paso",Texas,Call-Center,"Within SLA",33,Chicago/IL
FHN-24167404-K-220146-ZP,"Fayette Headley",Negative,6,10/28/2020,28,"Billing Question",Irvine,California,Web,"Within SLA",16,Denver/CO
FHP-09981028-d-796472-Z6,"Audrie Wasbrough",Neutral,0,10-12-2020,12,"Billing Question",Augusta,Georgia,Web,"Above SLA",24,Baltimore/MD
FHP-20012987-G-231732-D3,"Abeu Du Plantier",Neutral,0,10-03-2020,3,"Billing Question",Brooklyn,"New York",Chatbot,"Below SLA",7,"Los Angeles/CA"
FHP-56077957-I-620514-qB,"Gordon Ivatt",Positive,0,10/26/2020,26,"Billing Question",Spokane,Washington,Email,"Within SLA",20,Baltimore/MD
FHP-74802473-4-101701-oC,"Megen Rosenthal",Negative,6,10/28/2020,28,"Billing Question",Richmond,Virginia,Web,"Within SLA",27,"Los Angeles/CA"
FHQ-03607490-K-529081-nG,"Biddy Penhall",Neutral,0,10-10-2020,10,"Service Outage",Jamaica,"New York",Web,"Above SLA",21,Baltimore/MD
FHR-07379053-s-060552-Oo,"Janeen Breakspear","Very Negative",0,10/21/2020,21,"Billing Question",Rochester,"New York",Call-Center,"Within SLA",7,"Los Angeles/CA"
FHR-32242760-i-222947-vN,"Ruperta Pech","Very Positive",0,10-05-2020,5,"Billing Question",Cincinnati,Ohio,Web,"Within SLA",36,"Los Angeles/CA"
FHS-08983126-1-876760-JC,"Edwina Eglaise",Negative,0,10-09-2020,9,"Billing Question",Marietta,Georgia,Call-Center,"Within SLA",32,"Los Angeles/CA"
FHS-21930680-v-496928-mf,"Welbie Wais",Neutral,7,10/16/2020,16,"Billing Question",Chandler,Arizona,Email,"Below SLA",11,Chicago/IL
FHS-28741908-S-627242-y1,"Sheri Stearley","Very Positive",0,10/30/2020,30,"Service Outage",Philadelphia,Pennsylvania,Web,"Below SLA",36,Chicago/IL
FHU-23316005-x-989548-no,"Etienne Metham","Very Negative",4,10/16/2020,16,"Billing Question",Tallahassee,Florida,Web,"Within SLA",19,"Los Angeles/CA"
FHW-19875121-m-195359-ZD,"Lorin Morling","Very Negative",0,10/28/2020,28,"Billing Question","Santa Monica",California,Call-Center,"Within SLA",23,"Los Angeles/CA"
FHW-57368701-Y-948146-hJ,"Jere McBeth",Negative,4,10-12-2020,12,"Billing Question","Mc Keesport",Pennsylvania,Email,"Within SLA",35,Baltimore/MD
FHY-97332929-C-071142-Vr,"Joanne Tritten",Neutral,0,10/17/2020,17,"Billing Question",Rockville,Maryland,Chatbot,"Within SLA",5,"Los Angeles/CA"
FHZ-51733898-d-008420-xz,"Abram Duckinfield",Negative,3,10/25/2020,25,"Billing Question",Minneapolis,Minnesota,Email,"Within SLA",15,Denver/CO
FHZ-95746325-2-254130-Rs,"Pierrette Colvill",Positive,8,10/28/2020,28,"Billing Question",Peoria,Arizona,Call-Center,"Below SLA",19,Denver/CO
FIA-94825197-V-129093-fV,"Noel Reynault","Very Negative",4,10-05-2020,5,"Service Outage",Albuquerque,"New Mexico",Chatbot,"Above SLA",44,"Los Angeles/CA"
FIB-32844638-H-940965-jU,"Hynda Sweed","Very Negative",2,10/28/2020,28,"Billing Question",Fresno,California,Chatbot,"Within SLA",8,"Los Angeles/CA"
FIB-36234749-d-683142-qD,"Wilmar Postins",Neutral,0,10-03-2020,3,"Billing Question",Pensacola,Florida,Web,"Within SLA",34,"Los Angeles/CA"
FIB-47393942-w-833597-7f,"Raf Guiu",Positive,0,10/26/2020,26,"Billing Question",Orlando,Florida,Chatbot,"Below SLA",6,Chicago/IL
FIC-03372449-j-571732-ZB,"Annnora Geraldo",Positive,8,10/27/2020,27,"Service Outage","San Angelo",Texas,Email,"Within SLA",39,"Los Angeles/CA"
FID-53361655-B-916410-OU,"Guillaume Pinfold",Neutral,7,10/22/2020,22,"Service Outage",Miami,Florida,Chatbot,"Within SLA",39,"Los Angeles/CA"
FID-56753112-i-560991-Vu,"Bride Foxworthy","Very Positive",0,10/22/2020,22,Payments,Midland,Texas,Call-Center,"Within SLA",37,"Los Angeles/CA"
FIE-12646088-T-681287-pN,"Aleen Duce",Positive,0,10/21/2020,21,"Billing Question","New York City","New York",Chatbot,"Within SLA",7,"Los Angeles/CA"
FIE-14272909-M-376629-bE,"Augie Drynan",Negative,0,10-10-2020,10,"Billing Question",Youngstown,Ohio,Chatbot,"Within SLA",31,Chicago/IL
FIE-34894922-s-643304-lf,"Krystyna Asmus",Positive,7,10-10-2020,10,"Billing Question",Tucson,Arizona,Call-Center,"Within SLA",23,Chicago/IL
FIE-44844514-S-727897-bQ,"Dell Woolaston",Negative,3,10/23/2020,23,Payments,Raleigh,"North Carolina",Call-Center,"Within SLA",43,"Los Angeles/CA"
FIE-47593953-T-174573-D6,"Elita Raff",Neutral,6,10/28/2020,28,"Billing Question",Washington,"District of Columbia",Call-Center,"Within SLA",17,Chicago/IL
FIE-82757186-x-721022-po,"Tuckie Antusch",Neutral,6,10/13/2020,13,"Service Outage",Lexington,Kentucky,Chatbot,"Below SLA",29,Baltimore/MD
FIE-83635126-X-084747-GQ,"Una Blezard",Positive,8,10-09-2020,9,"Billing Question","Terre Haute",Indiana,Chatbot,"Within SLA",15,"Los Angeles/CA"
FIF-64974594-P-323994-Ox,"Katey Irving",Negative,0,10-03-2020,3,"Billing Question","Saint Paul",Minnesota,Call-Center,"Within SLA",34,Baltimore/MD
FIF-65645047-d-697559-fH,"Luciana Bottomley","Very Negative",0,10-07-2020,7,"Service Outage",Dallas,Texas,Email,"Above SLA",25,Baltimore/MD
FIF-78994097-h-745345-Lg,"Lyndsey Eddow",Negative,0,10-04-2020,4,"Billing Question",Denver,Colorado,Chatbot,"Within SLA",22,Denver/CO
FIG-17900559-d-314518-sy,"Myrtle Walbrun",Neutral,0,10/16/2020,16,"Billing Question",Brooklyn,"New York",Chatbot,"Within SLA",43,Baltimore/MD
FIG-30011679-8-796296-M7,"Chad Hyam",Negative,0,10/20/2020,20,"Billing Question",Brooklyn,"New York",Chatbot,"Below SLA",17,"Los Angeles/CA"
FIG-46892733-4-934407-cx,"Lavina Gai","Very Negative",1,10/15/2020,15,"Billing Question",Knoxville,Tennessee,Email,"Within SLA",40,Chicago/IL
FIG-75309158-y-093269-qa,"Staford Bellenie","Very Positive",0,10-02-2020,2,"Billing Question",Brooklyn,"New York",Email,"Below SLA",12,Baltimore/MD
FIH-79488485-K-183932-nt,"Cazzie Andreacci",Negative,4,10-07-2020,7,"Billing Question",Cleveland,Ohio,Chatbot,"Within SLA",15,Baltimore/MD
FII-17230624-n-652840-cW,"Harri Dripps",Positive,9,10-01-2020,1,"Billing Question","New Orleans",Louisiana,Chatbot,"Within SLA",35,"Los Angeles/CA"
FII-26618512-B-305530-wb,"Mitzi Cropton",Neutral,5,10-03-2020,3,"Billing Question","Jefferson City",Missouri,Web,"Above SLA",25,"Los Angeles/CA"
FII-51597295-6-252438-qm,"Alister Castagne","Very Positive",0,10/27/2020,27,"Billing Question",Louisville,Kentucky,Call-Center,"Within SLA",10,Baltimore/MD
FII-54831588-N-663636-Pu,"Remington Philcox",Neutral,0,10/15/2020,15,"Service Outage",Washington,"District of Columbia",Chatbot,"Below SLA",34,"Los Angeles/CA"
FII-85749648-W-460911-w1,"Dede Goodluck",Negative,0,10/25/2020,25,"Billing Question",Washington,"District of Columbia",Email,"Within SLA",6,"Los Angeles/CA"
FII-85870324-T-692354-l7,"Guthry Kilby",Neutral,7,10/27/2020,27,"Billing Question",Ocala,Florida,Chatbot,"Within SLA",7,Baltimore/MD
FIK-03862833-r-271857-a6,"Ansell von Hagt",Neutral,0,10-04-2020,4,"Service Outage",Anaheim,California,Email,"Below SLA",36,Denver/CO
FIK-13520248-A-535002-vV,"Padgett Gardiner",Neutral,6,10/20/2020,20,"Billing Question",Phoenix,Arizona,Email,"Below SLA",40,"Los Angeles/CA"
FIK-37708331-Z-106208-uR,"Rivy Pettiford",Negative,3,10-10-2020,10,"Service Outage","Saint Petersburg",Florida,Chatbot,"Within SLA",24,Chicago/IL
FIL-19187600-c-338907-No,"Cahra Torrijos",Positive,9,10/24/2020,24,"Billing Question",Springfield,Massachusetts,Chatbot,"Below SLA",39,Baltimore/MD
FIL-43737078-Y-803324-Tr,"Karlotte Belford",Negative,0,10-01-2020,1,"Service Outage",Reading,Pennsylvania,Email,"Within SLA",32,Chicago/IL
FIL-54242133-Q-813155-xx,"Claybourne Eallis",Negative,0,10-08-2020,8,Payments,Denver,Colorado,Call-Center,"Below SLA",18,"Los Angeles/CA"
FIL-71278891-Y-535558-I6,"Aloysia Hillock","Very Positive",9,10/26/2020,26,"Billing Question","Las Vegas",Nevada,Web,"Below SLA",40,Baltimore/MD
FIM-54796873-r-475535-uQ,"Dasya Serck",Neutral,0,10/18/2020,18,"Billing Question",Austin,Texas,Chatbot,"Within SLA",42,"Los Angeles/CA"
FIM-84379407-k-779974-s9,"Claudianus Scanlan",Positive,0,10/18/2020,18,"Billing Question",Dayton,Ohio,Web,"Below SLA",44,Baltimore/MD
FIN-75457588-Q-265635-Rj,"Yolane Tivolier",Negative,4,10/15/2020,15,"Service Outage",Tampa,Florida,Web,"Below SLA",9,"Los Angeles/CA"
FIN-89657902-T-946332-Jp,"Johnath Askwith","Very Positive",0,10-12-2020,12,"Billing Question",Peoria,Illinois,Web,"Below SLA",40,Baltimore/MD
FIO-16462753-F-749377-29,"Viva Wooding",Neutral,0,10/27/2020,27,"Service Outage","New Orleans",Louisiana,Web,"Within SLA",10,Baltimore/MD
FIQ-61555756-C-873668-dp,"Clarice Cabbell","Very Negative",4,10/17/2020,17,"Service Outage",Orlando,Florida,Chatbot,"Within SLA",22,Baltimore/MD
FIQ-96778558-o-884165-tl,"Odelle Liccardo","Very Negative",1,10-08-2020,8,"Billing Question","New York City","New York",Email,"Below SLA",10,Chicago/IL
FIR-17905047-R-066528-th,"Filia Raffels",Negative,0,10/30/2020,30,"Service Outage","College Station",Texas,Chatbot,"Within SLA",9,Denver/CO
FIR-96667918-g-617923-9U,"Lalo Bysaker",Positive,0,10/25/2020,25,"Billing Question",Montgomery,Alabama,Chatbot,"Within SLA",34,Baltimore/MD
FIS-29779548-H-145715-ej,"Arnie Lidster",Neutral,0,10-07-2020,7,"Billing Question","San Antonio",Texas,Email,"Within SLA",7,Chicago/IL
FIT-67287883-h-041389-S6,"Guy Allanson","Very Positive",0,10/27/2020,27,"Billing Question",Richmond,Virginia,Web,"Within SLA",7,"Los Angeles/CA"
FIT-69870667-L-829251-kv,"Vitia Cornelleau",Neutral,6,10-03-2020,3,Payments,Miami,Florida,Call-Center,"Within SLA",36,"Los Angeles/CA"
FIV-15207513-6-193633-Ca,"Stu Willas",Neutral,0,10-08-2020,8,"Billing Question",Portland,Oregon,Call-Center,"Within SLA",22,"Los Angeles/CA"
FIW-78276933-N-696568-bu,"Alisa Devitt",Neutral,0,10-04-2020,4,"Billing Question","Long Beach",California,Email,"Above SLA",40,"Los Angeles/CA"
FIX-08016789-7-868959-y4,"Danika Stower",Negative,0,10-11-2020,11,"Billing Question",Memphis,Tennessee,Chatbot,"Within SLA",16,"Los Angeles/CA"
FIX-59627664-y-713602-7C,"Lenee Akam",Neutral,0,10/29/2020,29,Payments,Sacramento,California,Call-Center,"Above SLA",5,Baltimore/MD
FIX-76546931-u-114875-ia,"Camel Duckers",Neutral,0,10-11-2020,11,"Billing Question",Petaluma,California,Call-Center,"Below SLA",12,Baltimore/MD
FIX-79582410-R-823603-oK,"Temple Pareman",Negative,0,10/18/2020,18,"Billing Question","New York City","New York",Web,"Above SLA",8,Chicago/IL
FIY-04815180-s-393958-5F,"Matelda Cuckoo",Neutral,0,10/17/2020,17,"Billing Question","New Orleans",Louisiana,Email,"Below SLA",18,"Los Angeles/CA"
FIY-19849544-9-158453-V1,"Terri Whitney",Neutral,0,10/18/2020,18,"Billing Question","Fort Lauderdale",Florida,Chatbot,"Below SLA",23,Baltimore/MD
FIY-95531421-e-049640-sW,"Tova Oran",Neutral,5,10/28/2020,28,"Billing Question",Rochester,"New York",Chatbot,"Within SLA",20,"Los Angeles/CA"
FIZ-06485364-h-762952-55,"Waring Gillimgham","Very Positive",10,10/30/2020,30,"Service Outage",Cincinnati,Ohio,Chatbot,"Within SLA",37,Baltimore/MD
FJA-08872399-H-800828-zE,"Golda Kain","Very Negative",1,10/18/2020,18,"Billing Question",Cincinnati,Ohio,Chatbot,"Within SLA",30,Chicago/IL
FJA-90189660-g-465369-fK,"Rhetta Gilfoyle","Very Negative",0,10-01-2020,1,"Billing Question",Boulder,Colorado,Web,"Above SLA",17,"Los Angeles/CA"
FJB-16510022-O-977687-no,"Connie Francois",Neutral,0,10/26/2020,26,"Billing Question","Jefferson City",Missouri,Web,"Within SLA",14,Chicago/IL
FJB-86587578-U-325256-5u,"Natalie Bellard",Neutral,7,10-02-2020,2,"Billing Question","Falls Church",Virginia,Web,"Within SLA",28,Baltimore/MD
FJD-02019652-8-325062-Hb,"Jerry Kment",Neutral,0,10-04-2020,4,"Service Outage",Arlington,Virginia,Email,"Above SLA",32,Chicago/IL
FJD-13742614-R-104217-o3,"Marybelle Shawyers","Very Negative",2,10/19/2020,19,"Billing Question",Trenton,"New Jersey",Call-Center,"Below SLA",42,"Los Angeles/CA"
FJD-50508463-k-304710-3W,"Berkie Lightbown",Neutral,0,10-03-2020,3,"Billing Question","Las Vegas",Nevada,Web,"Below SLA",15,"Los Angeles/CA"
FJE-22882246-t-904148-sh,"Robena Rhule",Neutral,7,10/23/2020,23,"Billing Question",Boise,Idaho,Web,"Within SLA",12,"Los Angeles/CA"
FJE-48236722-E-626963-wt,"Willa Janovsky",Neutral,0,10/24/2020,24,"Billing Question",Washington,"District of Columbia",Web,"Below SLA",10,Baltimore/MD
FJE-64189929-3-969657-9I,"Bert Chandlar",Positive,0,10-06-2020,6,Payments,"Salt Lake City",Utah,Call-Center,"Above SLA",8,Baltimore/MD
FJF-27510309-w-551272-Vq,"Tanitansy Cristofori","Very Negative",0,10/22/2020,22,"Service Outage","Grand Rapids",Michigan,Web,"Within SLA",9,"Los Angeles/CA"
FJF-39694670-C-752443-an,"Rosita Senior",Negative,3,10/23/2020,23,"Billing Question",Washington,"District of Columbia",Call-Center,"Within SLA",37,"Los Angeles/CA"
FJG-47933370-u-648990-V5,"Lynnelle Flippen",Neutral,5,10/15/2020,15,Payments,Albany,"New York",Call-Center,"Within SLA",21,Baltimore/MD
FJH-37491436-L-006726-Rj,"Abe Warham","Very Negative",3,10/19/2020,19,"Service Outage","San Francisco",California,Chatbot,"Within SLA",34,Baltimore/MD
FJH-97388524-i-672782-4Q,"Jerald Duguid",Neutral,8,10-11-2020,11,"Billing Question",Springfield,Massachusetts,Chatbot,"Within SLA",43,"Los Angeles/CA"
FJI-87381647-O-161897-51,"Sarina Lello",Neutral,0,10/16/2020,16,Payments,Montgomery,Alabama,Call-Center,"Below SLA",43,"Los Angeles/CA"
FJK-92100538-G-697393-cu,"Catherina Boughen","Very Positive",0,10/13/2020,13,"Billing Question","College Station",Texas,Web,"Below SLA",10,"Los Angeles/CA"
FJL-36206720-r-765908-SC,"Averil Dinley",Neutral,8,10/25/2020,25,"Billing Question",Boise,Idaho,Chatbot,"Below SLA",14,Baltimore/MD
FJL-47145127-c-170085-jG,"Rasia Nicholes",Negative,0,10-05-2020,5,"Billing Question",Rochester,"New York",Call-Center,"Below SLA",7,Baltimore/MD
FJL-57762446-l-342451-91,"Tansy Luggar","Very Positive",10,10/13/2020,13,"Billing Question",Duluth,Georgia,Chatbot,"Within SLA",26,Baltimore/MD
FJL-62325397-C-561374-ao,"Binni Touhig",Negative,0,10-11-2020,11,"Service Outage",Brooklyn,"New York",Email,"Within SLA",9,"Los Angeles/CA"
FJM-92631222-M-800427-DM,"Ulric Masic","Very Positive",0,10-08-2020,8,"Billing Question",Gatesville,Texas,Chatbot,"Above SLA",25,"Los Angeles/CA"
FJN-81100289-R-541118-zw,"Patty Sellen",Negative,6,10/19/2020,19,Payments,Cincinnati,Ohio,Call-Center,"Within SLA",14,"Los Angeles/CA"
FJO-19988101-T-318718-t5,"Babbie Smoughton",Neutral,8,10-11-2020,11,Payments,"New York City","New York",Call-Center,"Within SLA",8,Chicago/IL
FJO-20834428-o-310456-ta,"Genia Garrit",Neutral,5,10/16/2020,16,"Service Outage","Saint Paul",Minnesota,Chatbot,"Within SLA",5,Baltimore/MD
FJO-35590169-y-703420-vT,"Gregory Forestel","Very Positive",0,10/24/2020,24,"Billing Question","North Port",Florida,Chatbot,"Within SLA",43,"Los Angeles/CA"
FJP-95633690-p-992107-MR,"Renaud Ghiraldi",Neutral,0,10/19/2020,19,"Billing Question",Gainesville,Georgia,Web,"Within SLA",31,Baltimore/MD
FJQ-06002987-6-834994-ck,"Tanitansy Gebb",Neutral,5,10-10-2020,10,"Service Outage","Lake Worth",Florida,Email,"Within SLA",21,Chicago/IL
FJQ-13187687-x-798799-BI,"Francyne Sawley",Positive,0,10/29/2020,29,Payments,"New Orleans",Louisiana,Call-Center,"Within SLA",45,Chicago/IL
FJQ-31505505-n-677878-BE,"Renee Fullard",Neutral,6,10/30/2020,30,"Service Outage","Fort Pierce",Florida,Chatbot,"Above SLA",6,Baltimore/MD
FJQ-63426122-a-032410-HN,"Haily Ivory",Neutral,6,10/16/2020,16,"Service Outage","Sioux Falls","South Dakota",Chatbot,"Within SLA",28,Chicago/IL
FJR-06909607-v-464071-L7,"Frants Albany","Very Negative",1,10/27/2020,27,"Billing Question",Boise,Idaho,Web,"Within SLA",42,Baltimore/MD
FJR-08948562-K-418850-Zq,"Sherry Roullier",Neutral,0,10/26/2020,26,"Billing Question","Fort Worth",Texas,Call-Center,"Within SLA",33,"Los Angeles/CA"
FJT-43455122-G-273365-Ra,"Meredithe Delves",Neutral,5,10-05-2020,5,Payments,Lubbock,Texas,Call-Center,"Within SLA",7,"Los Angeles/CA"
